Date,PlotID,Species,PlantID,Greenness,Ambient_precipitation,Temperature,Volumetric_water_content,Biomass
3/10/2016,121, Achnatherum hymenoides,136,15,0.2,13.84452,0.08543465,-1
3/23/2016,121, Achnatherum hymenoides,136,30,4.2,12.59537,0.07957811,-1
4/5/2016,121, Achnatherum hymenoides,136,40,3.4,18.73057,0.07296522,-1
4/18/2016,121, Achnatherum hymenoides,136,40,17.5,19.18109,0.0601085,-1
5/2/2016,121, Achnatherum hymenoides,136,55,15.6,16.97399,0.05503494,-1
5/16/2016,121, Achnatherum hymenoides,136,65,0.1,21.72871,0.05254616,-1
5/31/2016,121, Achnatherum hymenoides,136,85,1.3,25.07635,0.0488937,-1
6/13/2016,121, Achnatherum hymenoides,136,75,0.7,27.11001,0.04498376,-1
6/27/2016,121, Achnatherum hymenoides,136,55,12.9,30.38781,0.04310776,-1
7/11/2016,121, Achnatherum hymenoides,136,80,3,29.41625,0.04208794,-1
7/25/2016,121, Achnatherum hymenoides,136,70,30.5,31.65266,0.04111042,-1
8/8/2016,121, Achnatherum hymenoides,136,85,19.8,27.8706,0.03866434,-1
8/22/2016,121, Achnatherum hymenoides,136,35,13.5,26.88068,0.04629415,-1
9/6/2016,121, Achnatherum hymenoides,136,25,0.9,24.70719,0.04713662,-1
9/19/2016,121, Achnatherum hymenoides,136,15,3.4,22.86222,0.04612551,-1
10/3/2016,121, Achnatherum hymenoides,136,10,0,21.18105,0.04120282,-1
10/24/2016,121, Achnatherum hymenoides,136,5,9.5,18.19765,0.03798121,-1
11/18/2016,121, Achnatherum hymenoides,136,0,1.6,16.45854,0.03631825,-1
11/30/2016,121, Achnatherum hymenoides,136,0,9.4,15.99314,0.03641532,-1
12/13/2016,121, Achnatherum hymenoides,136,0,0.1,11.20878,0.03453441,-1
1/6/2017,121, Achnatherum hymenoides,136,0,0.1,11.20878,0.03453441,-1
2/8/2017,121, Achnatherum hymenoides,136,0,16,7.668837,0.03237025,-1
2/22/2017,121, Achnatherum hymenoides,136,0,16,7.668837,0.03237025,-1
3/7/2017,121, Achnatherum hymenoides,136,0,6.8,9.338637,0.0325903,-1
3/21/2017,121, Achnatherum hymenoides,136,0,10.5,4.697542,0.03047063,-1
4/4/2017,121, Achnatherum hymenoides,136,0,0,4.265113,0.02984222,-1
4/18/2017,121, Achnatherum hymenoides,136,0,9.1,5.612984,0.03083593,-1
5/3/2017,121, Achnatherum hymenoides,136,0,7.7,9.460281,0.03241701,-1
5/16/2017,121, Achnatherum hymenoides,136,0,0,10.99403,0.03352077,-1
5/30/2017,121, Achnatherum hymenoides,136,0,7.5,9.537169,0.03246922,-1
6/13/2017,121, Achnatherum hymenoides,136,0,0,17.07299,0.03553136,-1
6/27/2017,121, Achnatherum hymenoides,136,0,2.7,15.34341,0.03457634,-1
7/11/2017,121, Achnatherum hymenoides,136,0,13.7,17.03089,0.03462958,-1
7/27/2017,121, Achnatherum hymenoides,136,0,0,20.75669,0.03555983,-1
8/8/2017,121, Achnatherum hymenoides,136,0,0,20.99073,0.03479304,-1
8/23/2017,121, Achnatherum hymenoides,136,0,0,19.00221,0.03323016,-1
9/5/2017,121, Achnatherum hymenoides,136,0,14.4,25.56337,0.03760535,-1
9/19/2017,121, Achnatherum hymenoides,136,0,39.8,26.95329,0.03792265,-1
10/3/2017,121, Achnatherum hymenoides,136,0,4.9,30.79212,0.03735069,-1
10/31/2017,121, Achnatherum hymenoides,136,0,0.8,30.7523,0.03857592,-1
11/15/2017,121, Achnatherum hymenoides,136,0,24.9,29.00378,0.07718888,-1
11/29/2017,121, Achnatherum hymenoides,136,0,2,28.27702,0.0746929,-1
12/13/2017,121, Achnatherum hymenoides,136,0,1.4,28.85522,0.06279984,-1
12/27/2017,121, Achnatherum hymenoides,136,0,0,26.4795,0.0476129,-1
1/11/2018,121, Achnatherum hymenoides,136,0,0,26.4795,0.0476129,-1
1/25/2018,121, Achnatherum hymenoides,136,0,0,18.28589,0.04973667,-1
2/8/2018,121, Achnatherum hymenoides,136,0,2.4,14.78424,0.05504242,-1
2/21/2018,121, Achnatherum hymenoides,136,0,0,16.08411,0.05484312,-1
3/8/2018,121, Achnatherum hymenoides,136,0,11.2,17.64883,0.05321518,-1
3/21/2018,121, Achnatherum hymenoides,136,0,4.1,13.09289,0.04801286,-1
4/5/2018,121, Achnatherum hymenoides,136,0,1.4,11.18654,0.04439249,-1
4/19/2018,121, Achnatherum hymenoides,136,0,1.5,7.643635,0.04067135,-1
5/3/2018,121, Achnatherum hymenoides,136,0,15.1,4.640671,0.03840093,-1
5/16/2018,121, Achnatherum hymenoides,136,0,2.6,4.563076,0.03767093,-1
5/30/2018,121, Achnatherum hymenoides,136,0,6,5.527417,0.03807983,-1
6/12/2018,121, Achnatherum hymenoides,136,0,5.4,10.19956,0.03970514,-1
6/12/2018,121, Achnatherum hymenoides,136,0,5.4,10.19956,0.03970514,-1
3/10/2016,121, Pleuraphis jamesii,410,0,0.2,13.84452,0.08543465,-1
3/23/2016,121, Pleuraphis jamesii,410,15,4.2,12.59537,0.07957811,-1
4/5/2016,121, Pleuraphis jamesii,410,40,3.4,18.73057,0.07296522,-1
4/18/2016,121, Pleuraphis jamesii,410,25,17.5,19.18109,0.0601085,-1
5/2/2016,121, Pleuraphis jamesii,410,40,15.6,16.97399,0.05503494,-1
5/16/2016,121, Pleuraphis jamesii,410,55,0.1,21.72871,0.05254616,-1
5/31/2016,121, Pleuraphis jamesii,410,60,1.3,25.07635,0.0488937,-1
6/13/2016,121, Pleuraphis jamesii,410,70,0.7,27.11001,0.04498376,-1
6/27/2016,121, Pleuraphis jamesii,410,40,12.9,30.38781,0.04310776,-1
7/11/2016,121, Pleuraphis jamesii,410,60,3,29.41625,0.04208794,-1
7/25/2016,121, Pleuraphis jamesii,410,70,30.5,31.65266,0.04111042,-1
8/8/2016,121, Pleuraphis jamesii,410,70,19.8,27.8706,0.03866434,-1
8/22/2016,121, Pleuraphis jamesii,410,75,13.5,26.88068,0.04629415,-1
9/6/2016,121, Pleuraphis jamesii,410,85,0.9,24.70719,0.04713662,-1
9/19/2016,121, Pleuraphis jamesii,410,85,3.4,22.86222,0.04612551,-1
10/3/2016,121, Pleuraphis jamesii,410,55,0,21.18105,0.04120282,-1
10/24/2016,121, Pleuraphis jamesii,410,0,9.5,18.19765,0.03798121,-1
11/18/2016,121, Pleuraphis jamesii,410,5,1.6,16.45854,0.03631825,-1
11/30/2016,121, Pleuraphis jamesii,410,0,9.4,15.99314,0.03641532,-1
3/21/2017,121, Pleuraphis jamesii,410,0,6.8,9.338637,0.0325903,-1
4/4/2017,121, Pleuraphis jamesii,410,0,10.5,4.697542,0.03047063,-1
4/18/2017,121, Pleuraphis jamesii,410,0,0,4.265113,0.02984222,-1
5/3/2017,121, Pleuraphis jamesii,410,0,9.1,5.612984,0.03083593,-1
5/16/2017,121, Pleuraphis jamesii,410,0,7.7,9.460281,0.03241701,-1
5/30/2017,121, Pleuraphis jamesii,410,10,0,10.99403,0.03352077,-1
6/13/2017,121, Pleuraphis jamesii,410,5,7.5,9.537169,0.03246922,-1
6/27/2017,121, Pleuraphis jamesii,410,0,0,17.07299,0.03553136,-1
7/11/2017,121, Pleuraphis jamesii,410,0,2.7,15.34341,0.03457634,-1
7/27/2017,121, Pleuraphis jamesii,410,40,13.7,17.03089,0.03462958,-1
8/8/2017,121, Pleuraphis jamesii,410,55,0,20.75669,0.03555983,-1
8/23/2017,121, Pleuraphis jamesii,410,65,0,20.99073,0.03479304,-1
9/5/2017,121, Pleuraphis jamesii,410,80,0,19.00221,0.03323016,-1
9/19/2017,121, Pleuraphis jamesii,410,55,14.4,25.56337,0.03760535,-1
10/3/2017,121, Pleuraphis jamesii,410,65,39.8,26.95329,0.03792265,-1
10/23/2017,121, Pleuraphis jamesii,410,70,4.9,30.79212,0.03735069,-1
10/31/2017,121, Pleuraphis jamesii,410,45,9,32.57744,0.03561966,-1
11/15/2017,121, Pleuraphis jamesii,410,30,0.8,30.7523,0.03857592,-1
11/29/2017,121, Pleuraphis jamesii,410,0,24.9,29.00378,0.07718888,-1
12/13/2017,121, Pleuraphis jamesii,410,0,2,28.27702,0.0746929,-1
12/27/2017,121, Pleuraphis jamesii,410,0,1.4,28.85522,0.06279984,-1
1/11/2018,121, Pleuraphis jamesii,410,0,0,26.4795,0.0476129,-1
1/25/2018,121, Pleuraphis jamesii,410,0,0,18.28589,0.04973667,-1
2/8/2018,121, Pleuraphis jamesii,410,0,2.4,14.78424,0.05504242,-1
2/21/2018,121, Pleuraphis jamesii,410,0,0,16.08411,0.05484312,-1
3/8/2018,121, Pleuraphis jamesii,410,0,11.2,17.64883,0.05321518,-1
3/21/2018,121, Pleuraphis jamesii,410,0,4.1,13.09289,0.04801286,-1
4/5/2018,121, Pleuraphis jamesii,410,5,1.4,11.18654,0.04439249,-1
4/19/2018,121, Pleuraphis jamesii,410,10,1.5,7.643635,0.04067135,-1
5/3/2018,121, Pleuraphis jamesii,410,10,15.1,4.640671,0.03840093,-1
5/16/2018,121, Pleuraphis jamesii,410,5,2.6,4.563076,0.03767093,-1
5/30/2018,121, Pleuraphis jamesii,410,5,6,5.527417,0.03807983,-1
6/12/2018,121, Pleuraphis jamesii,410,10,5.4,10.19956,0.03970514,-1
6/12/2018,121, Pleuraphis jamesii,410,10,5.4,10.19956,0.03970514,-1
3/10/2016,121, Pleuraphis jamesii,433,0,0.2,13.84452,0.08543465,-1
3/23/2016,121, Pleuraphis jamesii,433,40,4.2,12.59537,0.07957811,-1
4/5/2016,121, Pleuraphis jamesii,433,35,3.4,18.73057,0.07296522,-1
5/2/2016,121, Pleuraphis jamesii,433,50,15.6,16.97399,0.05503494,-1
5/16/2016,121, Pleuraphis jamesii,433,60,0.1,21.72871,0.05254616,-1
5/31/2016,121, Pleuraphis jamesii,433,55,1.3,25.07635,0.0488937,-1
6/13/2016,121, Pleuraphis jamesii,433,70,0.7,27.11001,0.04498376,-1
6/27/2016,121, Pleuraphis jamesii,433,40,12.9,30.38781,0.04310776,-1
7/11/2016,121, Pleuraphis jamesii,433,50,3,29.41625,0.04208794,-1
7/25/2016,121, Pleuraphis jamesii,433,60,30.5,31.65266,0.04111042,-1
8/8/2016,121, Pleuraphis jamesii,433,75,19.8,27.8706,0.03866434,-1
8/22/2016,121, Pleuraphis jamesii,433,75,13.5,26.88068,0.04629415,-1
9/6/2016,121, Pleuraphis jamesii,433,90,0.9,24.70719,0.04713662,-1
9/19/2016,121, Pleuraphis jamesii,433,55,3.4,22.86222,0.04612551,-1
10/3/2016,121, Pleuraphis jamesii,433,25,0,21.18105,0.04120282,-1
10/24/2016,121, Pleuraphis jamesii,433,5,9.5,18.19765,0.03798121,-1
11/18/2016,121, Pleuraphis jamesii,433,0,1.6,16.45854,0.03631825,-1
11/30/2016,121, Pleuraphis jamesii,433,0,9.4,15.99314,0.03641532,-1
3/21/2017,121, Pleuraphis jamesii,433,0,6.8,9.338637,0.0325903,-1
4/4/2017,121, Pleuraphis jamesii,433,0,10.5,4.697542,0.03047063,-1
4/18/2017,121, Pleuraphis jamesii,433,0,0,4.265113,0.02984222,-1
5/3/2017,121, Pleuraphis jamesii,433,0,9.1,5.612984,0.03083593,-1
5/16/2017,121, Pleuraphis jamesii,433,0,7.7,9.460281,0.03241701,-1
5/30/2017,121, Pleuraphis jamesii,433,0,0,10.99403,0.03352077,-1
6/13/2017,121, Pleuraphis jamesii,433,0,7.5,9.537169,0.03246922,-1
6/27/2017,121, Pleuraphis jamesii,433,0,0,17.07299,0.03553136,-1
7/11/2017,121, Pleuraphis jamesii,433,0,2.7,15.34341,0.03457634,-1
7/27/2017,121, Pleuraphis jamesii,433,55,13.7,17.03089,0.03462958,-1
8/8/2017,121, Pleuraphis jamesii,433,85,0,20.75669,0.03555983,-1
8/23/2017,121, Pleuraphis jamesii,433,85,0,20.99073,0.03479304,-1
9/5/2017,121, Pleuraphis jamesii,433,85,0,19.00221,0.03323016,-1
9/19/2017,121, Pleuraphis jamesii,433,85,14.4,25.56337,0.03760535,-1
10/3/2017,121, Pleuraphis jamesii,433,80,39.8,26.95329,0.03792265,-1
10/23/2017,121, Pleuraphis jamesii,433,30,4.9,30.79212,0.03735069,-1
10/31/2017,121, Pleuraphis jamesii,433,10,9,32.57744,0.03561966,-1
11/15/2017,121, Pleuraphis jamesii,433,25,0.8,30.7523,0.03857592,-1
11/29/2017,121, Pleuraphis jamesii,433,0,24.9,29.00378,0.07718888,-1
12/13/2017,121, Pleuraphis jamesii,433,0,2,28.27702,0.0746929,-1
12/27/2017,121, Pleuraphis jamesii,433,0,1.4,28.85522,0.06279984,-1
1/11/2018,121, Pleuraphis jamesii,433,0,0,26.4795,0.0476129,-1
1/25/2018,121, Pleuraphis jamesii,433,0,0,18.28589,0.04973667,-1
2/8/2018,121, Pleuraphis jamesii,433,0,2.4,14.78424,0.05504242,-1
2/21/2018,121, Pleuraphis jamesii,433,0,0,16.08411,0.05484312,-1
3/8/2018,121, Pleuraphis jamesii,433,0,11.2,17.64883,0.05321518,-1
3/21/2018,121, Pleuraphis jamesii,433,0,4.1,13.09289,0.04801286,-1
4/5/2018,121, Pleuraphis jamesii,433,0,1.4,11.18654,0.04439249,-1
4/19/2018,121, Pleuraphis jamesii,433,0,1.5,7.643635,0.04067135,-1
5/3/2018,121, Pleuraphis jamesii,433,0,15.1,4.640671,0.03840093,-1
5/16/2018,121, Pleuraphis jamesii,433,10,2.6,4.563076,0.03767093,-1
5/30/2018,121, Pleuraphis jamesii,433,0,6,5.527417,0.03807983,-1
6/12/2018,121, Pleuraphis jamesii,433,0,5.4,10.19956,0.03970514,-1
6/12/2018,121, Pleuraphis jamesii,433,0,5.4,10.19956,0.03970514,-1
3/10/2016,121, Pleuraphis jamesii,441,5,0.2,13.84452,0.08543465,-1
3/23/2016,121, Pleuraphis jamesii,441,20,4.2,12.59537,0.07957811,-1
4/5/2016,121, Pleuraphis jamesii,441,60,3.4,18.73057,0.07296522,-1
4/18/2016,121, Pleuraphis jamesii,441,65,17.5,19.18109,0.0601085,-1
5/2/2016,121, Pleuraphis jamesii,441,55,15.6,16.97399,0.05503494,-1
5/16/2016,121, Pleuraphis jamesii,441,45,0.1,21.72871,0.05254616,-1
5/31/2016,121, Pleuraphis jamesii,441,50,1.3,25.07635,0.0488937,-1
6/13/2016,121, Pleuraphis jamesii,441,50,0.7,27.11001,0.04498376,-1
6/27/2016,121, Pleuraphis jamesii,441,25,12.9,30.38781,0.04310776,-1
7/11/2016,121, Pleuraphis jamesii,441,55,3,29.41625,0.04208794,-1
7/25/2016,121, Pleuraphis jamesii,441,50,30.5,31.65266,0.04111042,-1
8/8/2016,121, Pleuraphis jamesii,441,60,19.8,27.8706,0.03866434,-1
8/22/2016,121, Pleuraphis jamesii,441,40,13.5,26.88068,0.04629415,-1
9/6/2016,121, Pleuraphis jamesii,441,40,0.9,24.70719,0.04713662,-1
9/19/2016,121, Pleuraphis jamesii,441,90,3.4,22.86222,0.04612551,-1
10/3/2016,121, Pleuraphis jamesii,441,60,0,21.18105,0.04120282,-1
10/24/2016,121, Pleuraphis jamesii,441,5,9.5,18.19765,0.03798121,-1
11/18/2016,121, Pleuraphis jamesii,441,0,1.6,16.45854,0.03631825,-1
11/30/2016,121, Pleuraphis jamesii,441,0,9.4,15.99314,0.03641532,-1
3/21/2017,121, Pleuraphis jamesii,441,0,6.8,9.338637,0.0325903,-1
4/4/2017,121, Pleuraphis jamesii,441,0,10.5,4.697542,0.03047063,-1
4/18/2017,121, Pleuraphis jamesii,441,0,0,4.265113,0.02984222,-1
5/3/2017,121, Pleuraphis jamesii,441,0,9.1,5.612984,0.03083593,-1
5/16/2017,121, Pleuraphis jamesii,441,0,7.7,9.460281,0.03241701,-1
5/30/2017,121, Pleuraphis jamesii,441,0,0,10.99403,0.03352077,-1
6/13/2017,121, Pleuraphis jamesii,441,0,7.5,9.537169,0.03246922,-1
6/27/2017,121, Pleuraphis jamesii,441,0,0,17.07299,0.03553136,-1
7/11/2017,121, Pleuraphis jamesii,441,0,2.7,15.34341,0.03457634,-1
7/27/2017,121, Pleuraphis jamesii,441,20,13.7,17.03089,0.03462958,-1
8/8/2017,121, Pleuraphis jamesii,441,40,0,20.75669,0.03555983,-1
8/23/2017,121, Pleuraphis jamesii,441,85,0,20.99073,0.03479304,-1
9/5/2017,121, Pleuraphis jamesii,441,65,0,19.00221,0.03323016,-1
9/19/2017,121, Pleuraphis jamesii,441,80,14.4,25.56337,0.03760535,-1
10/3/2017,121, Pleuraphis jamesii,441,70,39.8,26.95329,0.03792265,-1
10/23/2017,121, Pleuraphis jamesii,441,65,4.9,30.79212,0.03735069,-1
10/31/2017,121, Pleuraphis jamesii,441,55,9,32.57744,0.03561966,-1
11/15/2017,121, Pleuraphis jamesii,441,20,0.8,30.7523,0.03857592,-1
11/29/2017,121, Pleuraphis jamesii,441,0,24.9,29.00378,0.07718888,-1
12/13/2017,121, Pleuraphis jamesii,441,0,2,28.27702,0.0746929,-1
12/27/2017,121, Pleuraphis jamesii,441,0,1.4,28.85522,0.06279984,-1
1/11/2018,121, Pleuraphis jamesii,441,0,0,26.4795,0.0476129,-1
1/25/2018,121, Pleuraphis jamesii,441,0,0,18.28589,0.04973667,-1
2/8/2018,121, Pleuraphis jamesii,441,0,2.4,14.78424,0.05504242,-1
2/21/2018,121, Pleuraphis jamesii,441,0,0,16.08411,0.05484312,-1
3/8/2018,121, Pleuraphis jamesii,441,0,11.2,17.64883,0.05321518,-1
3/21/2018,121, Pleuraphis jamesii,441,0,4.1,13.09289,0.04801286,-1
4/5/2018,121, Pleuraphis jamesii,441,10,1.4,11.18654,0.04439249,-1
4/19/2018,121, Pleuraphis jamesii,441,5,1.5,7.643635,0.04067135,-1
5/3/2018,121, Pleuraphis jamesii,441,5,15.1,4.640671,0.03840093,-1
5/16/2018,121, Pleuraphis jamesii,441,10,2.6,4.563076,0.03767093,-1
5/30/2018,121, Pleuraphis jamesii,441,15,6,5.527417,0.03807983,-1
6/12/2018,121, Pleuraphis jamesii,441,15,5.4,10.19956,0.03970514,-1
6/12/2018,121, Pleuraphis jamesii,441,15,5.4,10.19956,0.03970514,-1
3/10/2016,121, Pleuraphis jamesii,442,5,0.2,13.84452,0.08543465,-1
3/23/2016,121, Pleuraphis jamesii,442,15,4.2,12.59537,0.07957811,-1
4/5/2016,121, Pleuraphis jamesii,442,25,3.4,18.73057,0.07296522,-1
4/18/2016,121, Pleuraphis jamesii,442,35,17.5,19.18109,0.0601085,-1
4/18/2016,121, Pleuraphis jamesii,442,40,17.5,19.18109,0.0601085,-1
5/2/2016,121, Pleuraphis jamesii,442,20,15.6,16.97399,0.05503494,-1
5/16/2016,121, Pleuraphis jamesii,442,45,0.1,21.72871,0.05254616,-1
5/31/2016,121, Pleuraphis jamesii,442,40,1.3,25.07635,0.0488937,-1
6/13/2016,121, Pleuraphis jamesii,442,55,0.7,27.11001,0.04498376,-1
6/27/2016,121, Pleuraphis jamesii,442,45,12.9,30.38781,0.04310776,-1
7/11/2016,121, Pleuraphis jamesii,442,30,3,29.41625,0.04208794,-1
7/25/2016,121, Pleuraphis jamesii,442,40,30.5,31.65266,0.04111042,-1
8/8/2016,121, Pleuraphis jamesii,442,35,19.8,27.8706,0.03866434,-1
8/22/2016,121, Pleuraphis jamesii,442,40,13.5,26.88068,0.04629415,-1
9/6/2016,121, Pleuraphis jamesii,442,35,0.9,24.70719,0.04713662,-1
9/19/2016,121, Pleuraphis jamesii,442,50,3.4,22.86222,0.04612551,-1
10/3/2016,121, Pleuraphis jamesii,442,40,0,21.18105,0.04120282,-1
10/24/2016,121, Pleuraphis jamesii,442,0,9.5,18.19765,0.03798121,-1
11/18/2016,121, Pleuraphis jamesii,442,0,1.6,16.45854,0.03631825,-1
11/30/2016,121, Pleuraphis jamesii,442,0,9.4,15.99314,0.03641532,-1
3/21/2017,121, Pleuraphis jamesii,442,0,6.8,9.338637,0.0325903,-1
4/4/2017,121, Pleuraphis jamesii,442,0,10.5,4.697542,0.03047063,-1
4/18/2017,121, Pleuraphis jamesii,442,0,0,4.265113,0.02984222,-1
5/3/2017,121, Pleuraphis jamesii,442,0,9.1,5.612984,0.03083593,-1
5/16/2017,121, Pleuraphis jamesii,442,0,7.7,9.460281,0.03241701,-1
5/30/2017,121, Pleuraphis jamesii,442,0,0,10.99403,0.03352077,-1
6/13/2017,121, Pleuraphis jamesii,442,5,7.5,9.537169,0.03246922,-1
6/27/2017,121, Pleuraphis jamesii,442,0,0,17.07299,0.03553136,-1
7/11/2017,121, Pleuraphis jamesii,442,0,2.7,15.34341,0.03457634,-1
7/27/2017,121, Pleuraphis jamesii,442,20,13.7,17.03089,0.03462958,-1
8/8/2017,121, Pleuraphis jamesii,442,0,0,20.75669,0.03555983,-1
8/23/2017,121, Pleuraphis jamesii,442,10,0,20.99073,0.03479304,-1
9/5/2017,121, Pleuraphis jamesii,442,0,0,19.00221,0.03323016,-1
9/19/2017,121, Pleuraphis jamesii,442,60,14.4,25.56337,0.03760535,-1
10/3/2017,121, Pleuraphis jamesii,442,75,39.8,26.95329,0.03792265,-1
10/23/2017,121, Pleuraphis jamesii,442,50,4.9,30.79212,0.03735069,-1
10/31/2017,121, Pleuraphis jamesii,442,45,9,32.57744,0.03561966,-1
11/15/2017,121, Pleuraphis jamesii,442,65,0.8,30.7523,0.03857592,-1
11/29/2017,121, Pleuraphis jamesii,442,5,24.9,29.00378,0.07718888,-1
12/13/2017,121, Pleuraphis jamesii,442,0,2,28.27702,0.0746929,-1
12/27/2017,121, Pleuraphis jamesii,442,0,1.4,28.85522,0.06279984,-1
1/11/2018,121, Pleuraphis jamesii,442,0,0,18.28589,0.04973667,-1
1/25/2018,121, Pleuraphis jamesii,442,0,2.4,14.78424,0.05504242,-1
2/8/2018,121, Pleuraphis jamesii,442,0,0,16.08411,0.05484312,-1
2/21/2018,121, Pleuraphis jamesii,442,0,11.2,17.64883,0.05321518,-1
3/8/2018,121, Pleuraphis jamesii,442,0,4.1,13.09289,0.04801286,-1
3/21/2018,121, Pleuraphis jamesii,442,0,1.4,11.18654,0.04439249,-1
4/5/2018,121, Pleuraphis jamesii,442,0,1.5,7.643635,0.04067135,-1
4/19/2018,121, Pleuraphis jamesii,442,0,15.1,4.640671,0.03840093,-1
5/3/2018,121, Pleuraphis jamesii,442,0,2.6,4.563076,0.03767093,-1
5/16/2018,121, Pleuraphis jamesii,442,5,6,5.527417,0.03807983,-1
6/12/2018,121, Pleuraphis jamesii,442,0,,,,-1
3/10/2016,121, Pleuraphis jamesii,446,0,0.2,13.84452,0.08543465,-1
3/23/2016,121, Pleuraphis jamesii,446,5,4.2,12.59537,0.07957811,-1
4/5/2016,121, Pleuraphis jamesii,446,20,3.4,18.73057,0.07296522,-1
4/18/2016,121, Pleuraphis jamesii,446,30,17.5,19.18109,0.0601085,-1
5/2/2016,121, Pleuraphis jamesii,446,35,15.6,16.97399,0.05503494,-1
5/16/2016,121, Pleuraphis jamesii,446,40,0.1,21.72871,0.05254616,-1
5/31/2016,121, Pleuraphis jamesii,446,30,1.3,25.07635,0.0488937,-1
6/13/2016,121, Pleuraphis jamesii,446,40,0.7,27.11001,0.04498376,-1
6/27/2016,121, Pleuraphis jamesii,446,15,12.9,30.38781,0.04310776,-1
7/11/2016,121, Pleuraphis jamesii,446,45,3,29.41625,0.04208794,-1
7/25/2016,121, Pleuraphis jamesii,446,55,30.5,31.65266,0.04111042,-1
8/8/2016,121, Pleuraphis jamesii,446,65,19.8,27.8706,0.03866434,-1
8/22/2016,121, Pleuraphis jamesii,446,65,13.5,26.88068,0.04629415,-1
9/6/2016,121, Pleuraphis jamesii,446,70,0.9,24.70719,0.04713662,-1
9/19/2016,121, Pleuraphis jamesii,446,50,3.4,22.86222,0.04612551,-1
10/3/2016,121, Pleuraphis jamesii,446,25,0,21.18105,0.04120282,-1
10/24/2016,121, Pleuraphis jamesii,446,0,9.5,18.19765,0.03798121,-1
11/18/2016,121, Pleuraphis jamesii,446,0,1.6,16.45854,0.03631825,-1
11/30/2016,121, Pleuraphis jamesii,446,0,9.4,15.99314,0.03641532,-1
3/21/2017,121, Pleuraphis jamesii,446,0,6.8,9.338637,0.0325903,-1
4/4/2017,121, Pleuraphis jamesii,446,0,10.5,4.697542,0.03047063,-1
4/18/2017,121, Pleuraphis jamesii,446,0,0,4.265113,0.02984222,-1
5/3/2017,121, Pleuraphis jamesii,446,0,9.1,5.612984,0.03083593,-1
5/16/2017,121, Pleuraphis jamesii,446,0,7.7,9.460281,0.03241701,-1
5/30/2017,121, Pleuraphis jamesii,446,5,0,10.99403,0.03352077,-1
6/13/2017,121, Pleuraphis jamesii,446,0,7.5,9.537169,0.03246922,-1
6/27/2017,121, Pleuraphis jamesii,446,5,0,17.07299,0.03553136,-1
7/11/2017,121, Pleuraphis jamesii,446,0,2.7,15.34341,0.03457634,-1
7/27/2017,121, Pleuraphis jamesii,446,20,13.7,17.03089,0.03462958,-1
8/8/2017,121, Pleuraphis jamesii,446,45,0,20.75669,0.03555983,-1
8/23/2017,121, Pleuraphis jamesii,446,60,0,20.99073,0.03479304,-1
9/5/2017,121, Pleuraphis jamesii,446,60,0,19.00221,0.03323016,-1
9/19/2017,121, Pleuraphis jamesii,446,75,14.4,25.56337,0.03760535,-1
10/3/2017,121, Pleuraphis jamesii,446,70,39.8,26.95329,0.03792265,-1
10/23/2017,121, Pleuraphis jamesii,446,40,4.9,30.79212,0.03735069,-1
10/31/2017,121, Pleuraphis jamesii,446,15,9,32.57744,0.03561966,-1
11/15/2017,121, Pleuraphis jamesii,446,20,0.8,30.7523,0.03857592,-1
11/29/2017,121, Pleuraphis jamesii,446,0,24.9,29.00378,0.07718888,-1
12/13/2017,121, Pleuraphis jamesii,446,0,2,28.27702,0.0746929,-1
12/27/2017,121, Pleuraphis jamesii,446,0,1.4,28.85522,0.06279984,-1
1/11/2018,121, Pleuraphis jamesii,446,0,0,18.28589,0.04973667,-1
1/25/2018,121, Pleuraphis jamesii,446,0,2.4,14.78424,0.05504242,-1
2/8/2018,121, Pleuraphis jamesii,446,0,0,16.08411,0.05484312,-1
2/21/2018,121, Pleuraphis jamesii,446,0,11.2,17.64883,0.05321518,-1
3/8/2018,121, Pleuraphis jamesii,446,0,4.1,13.09289,0.04801286,-1
3/21/2018,121, Pleuraphis jamesii,446,0,1.4,11.18654,0.04439249,-1
4/5/2018,121, Pleuraphis jamesii,446,5,1.5,7.643635,0.04067135,-1
4/19/2018,121, Pleuraphis jamesii,446,10,15.1,4.640671,0.03840093,-1
5/3/2018,121, Pleuraphis jamesii,446,5,2.6,4.563076,0.03767093,-1
5/16/2018,121, Pleuraphis jamesii,446,10,6,5.527417,0.03807983,-1
6/12/2018,121, Pleuraphis jamesii,446,15,,,,-1
3/10/2016,122, Achnatherum hymenoides,105,5,0.2,13.11262,0.09574429,-1
3/23/2016,122, Achnatherum hymenoides,105,20,4.2,17.41988,0.08262979,-1
4/5/2016,122, Achnatherum hymenoides,105,40,3.4,15.78834,0.07174943,-1
4/18/2016,122, Achnatherum hymenoides,105,40,17.5,18.58128,0.07237604,-1
5/2/2016,122, Achnatherum hymenoides,105,40,15.6,21.24621,0.07188023,-1
5/16/2016,122, Achnatherum hymenoides,105,15,0.1,26.61669,0.07041235,-1
5/31/2016,122, Achnatherum hymenoides,105,45,1.3,28.34386,0.06828011,-1
6/13/2016,122, Achnatherum hymenoides,105,50,0.7,25.59809,0.06492586,-1
6/27/2016,122, Achnatherum hymenoides,105,65,12.9,29.38224,0.06662417,-1
7/11/2016,122, Achnatherum hymenoides,105,50,3,31.03663,0.06588915,-1
